Product type,SKU,Supplier name,Location,Customer demographics,Customer segment,Transportation modes,Routes,Price,Availability,Number of products sold,Revenue generated,Manufacturing costs,Costs,Profit margin,Order quantities,Lead time,Order date,Shipping date,Delivery date,Shipping times,Defect rates,Inspection results,Manufacturing lead time,Production volumes,Stock levels,Transportation costs
Cosmetics,SKU0029,Supplier E,Mumbai,Female,B2B,Sea,Route A,13.85,458,295,4085.75,8.85,2610.75,36.1,61,18,2024-03-18,2024-03-21,2024-04-08,18,0.0674,Fail,19,2329,458,118.3
Skincare,SKU0071,Supplier E,Kolkata,Unknown,D2C,Rail,Route C,92.46,143,129,11927.34,41.72,5381.88,54.88,333,28,2024-02-13,2024-02-16,2024-03-15,28,0.0001,Pass,12,543,143,395.86
Beauty,SKU0072,Supplier B,Ahmedabad,Female,D2C,Air,Route A,141.74,224,76,10772.24,54.92,4173.92,61.25,470,24,2023-07-22,2023-07-26,2023-08-19,24,0.0747,Fail,15,284,224,342.69
Healthcare,SKU0042,Supplier C,Pune,Unknown,B2C,Sea,Route A,128.17,362,282,36143.94,47.86,13496.52,62.66,138,9,2023-04-02,2023-04-03,2023-04-12,9,0.0997,Fail,10,4783,362,467.99
Haircare,SKU0099,Supplier C,Kolkata,Unknown,D2C,Air,Route B,9.04,9,8,72.32,4.46,35.68,50.66,115,2,2023-11-09,2023-11-11,2023-11-13,2,0.0842,Pass,6,3579,9,241.88
Healthcare,SKU0088,Supplier B,Delhi,Male,D2C,Road,Route A,76.43,385,158,12075.94,24.47,3866.26,67.98,61,25,2024-01-18,2024-01-20,2024-02-14,25,0.0965,Pass,9,379,385,316.41
Cosmetics,SKU0002,Supplier B,Chennai,Unknown,B2C,Road,Route B,57.6,109,77,4435.2,25.14,1935.78,56.35,177,5,2023-12-18,2023-12-19,2023-12-24,5,0.0601,Pass,8,4231,109,438.35
Beauty,SKU0027,Supplier E,Delhi,Female,D2C,Road,Route B,148.76,21,13,1933.88,80.66,1048.58,45.78,145,16,2024-06-19,2024-06-22,2024-07-08,16,0.0994,Fail,6,4343,21,354.36
Cosmetics,SKU0033,Supplier E,Kolkata,Female,D2C,Sea,Route A,142.16,194,150,21324.0,55.04,8256.0,61.28,198,13,2023-06-24,2023-06-25,2023-07-08,13,0.0272,Pass,16,3914,194,335.17
Skincare,SKU0050,Supplier A,Mumbai,Male,B2C,Rail,Route A,7.36,197,139,1023.04,4.67,649.13,36.55,366,16,2023-10-05,2023-10-08,2023-10-24,16,0.0903,Pass,17,3572,197,204.23
Skincare,SKU0041,Supplier E,Mumbai,Female,B2B,Rail,Route C,125.57,494,43,5399.51,82.59,3551.37,34.23,392,2,2024-05-11,2024-05-16,2024-05-18,2,0.0318,Pass,16,4238,494,378.02
Healthcare,SKU0068,Supplier A,Delhi,Unknown,D2C,Air,Route A,5.0,286,272,1360.0,1.53,416.16,69.4,337,28,2023-11-09,2023-11-12,2023-12-10,28,0.0254,Fail,5,425,286,433.02
Haircare,SKU0081,Supplier C,Hyderabad,Male,D2C,Sea,Route B,122.78,94,21,2578.38,55.93,1174.53,54.45,138,2,2023-11-06,2023-11-08,2023-11-10,2,0.0607,Pass,3,4803,94,225.45
Healthcare,SKU0029,Supplier E,Chennai,Female,B2B,Rail,Route C,30.65,494,53,1624.45,10.27,544.31,66.49,65,24,2023-06-05,2023-06-08,2023-07-02,24,0.0405,Fail,16,2086,494,498.01
Cosmetics,SKU0031,Supplier B,Pune,Non-binary,B2C,Air,Route A,122.81,57,52,6386.12,60.87,3165.24,50.44,389,15,2023-06-06,2023-06-10,2023-06-25,15,0.0318,Pass,18,3094,57,356.99
Beauty,SKU0018,Supplier E,Delhi,Unknown,B2B,Air,Route B,57.88,187,162,9376.56,33.42,5414.04,42.26,158,5,2023-11-13,2023-11-18,2023-11-23,5,0.0578,Pass,9,342,187,165.53
Healthcare,SKU0024,Supplier E,Mumbai,Non-binary,B2C,Rail,Route B,77.49,101,90,6974.1,44.13,3971.7,43.05,490,13,2023-11-22,2023-11-24,2023-12-07,13,0.078,Pass,17,2072,101,178.04
Skincare,SKU0100,Supplier C,Bangalore,Female,B2B,Sea,Route C,120.49,42,18,2168.82,82.58,1486.44,31.46,289,8,2023-07-12,2023-07-13,2023-07-21,8,0.0126,Pass,13,1023,42,177.02
Cosmetics,SKU0077,Supplier E,Delhi,Non-binary,B2B,Rail,Route A,116.87,439,210,24542.7,62.44,13112.4,46.57,488,16,2023-08-26,2023-08-28,2023-09-13,16,0.0105,Pass,12,4606,439,155.18
Cosmetics,SKU0092,Supplier E,Ahmedabad,Unknown,B2C,Air,Route A,140.22,97,42,5889.24,56.22,2361.24,59.91,279,19,2024-01-18,2024-01-20,2024-02-08,19,0.0689,Fail,3,4523,97,343.83
Beauty,SKU0053,Supplier B,Kolkata,Female,D2C,Air,Route A,89.55,373,262,23462.1,62.56,16390.72,30.14,445,11,2023-01-16,2023-01-19,2023-01-30,11,0.0908,Fail,16,3734,373,365.78
Healthcare,SKU0079,Supplier B,Ahmedabad,Female,B2C,Rail,Route A,137.14,45,23,3154.22,83.19,1913.37,39.34,167,16,2024-05-16,2024-05-19,2024-06-04,16,0.0057,Fail,6,1198,45,186.36
Cosmetics,SKU0051,Supplier D,Hyderabad,Unknown,B2C,Road,Route A,139.94,6,5,699.7,94.3,471.5,32.61,264,26,2024-06-21,2024-06-22,2024-07-18,26,0.0412,Pass,13,412,6,405.51
Cosmetics,SKU0095,Supplier E,Pune,Male,B2B,Sea,Route B,59.79,53,28,1674.12,21.91,613.48,63.36,84,19,2023-02-10,2023-02-15,2023-03-06,19,0.0077,Fail,19,3110,53,346.15
Skincare,SKU0060,Supplier C,Chennai,Male,D2C,Air,Route B,70.5,413,92,6486.0,46.06,4237.52,34.67,484,13,2023-06-20,2023-06-24,2023-07-07,13,0.0115,Pass,17,343,413,50.08
Skincare,SKU0024,Supplier A,Mumbai,Non-binary,B2C,Road,Route A,62.56,319,86,5380.16,35.0,3010.0,44.05,259,25,2023-05-19,2023-05-23,2023-06-17,25,0.0941,Fail,12,4845,319,138.94
Skincare,SKU0059,Supplier E,Delhi,Female,D2C,Road,Route A,43.06,495,229,9860.74,15.1,3457.9,64.93,486,27,2023-04-03,2023-04-06,2023-05-03,27,0.0338,Pass,6,1012,495,354.03
Healthcare,SKU0011,Supplier D,Hyderabad,Unknown,D2C,Rail,Route A,94.9,217,3,284.7,42.27,126.81,55.46,238,1,2024-06-20,2024-06-24,2024-06-25,1,0.0042,Pass,6,855,217,309.64
Beauty,SKU0021,Supplier C,Bangalore,Unknown,B2C,Sea,Route C,16.5,282,31,511.5,6.09,188.79,63.09,462,14,2023-05-29,2023-05-31,2023-06-14,14,0.0148,Pass,17,3202,282,114.56
Skincare,SKU0016,Supplier C,Bangalore,Non-binary,B2B,Rail,Route B,91.37,16,6,548.22,44.59,267.54,51.2,181,16,2023-05-15,2023-05-17,2023-06-02,16,0.0319,Pass,13,2255,16,140.35
Skincare,SKU0078,Supplier E,Kolkata,Unknown,B2C,Rail,Route B,137.79,291,17,2342.43,93.19,1584.23,32.37,306,26,2024-05-20,2024-05-22,2024-06-17,26,0.0277,Pass,15,4777,291,195.39
Healthcare,SKU0032,Supplier E,Kolkata,Male,B2B,Air,Route A,92.48,151,85,7860.8,49.22,4183.7,46.78,406,19,2023-10-12,2023-10-17,2023-11-05,19,0.0516,Pass,12,2180,151,54.72
Haircare,SKU0005,Supplier A,Bangalore,Male,B2B,Rail,Route A,26.63,11,5,133.15,17.3,86.5,35.04,381,27,2023-11-02,2023-11-05,2023-12-02,27,0.0342,Pass,3,846,11,416.47
Beauty,SKU0059,Supplier C,Bangalore,Non-binary,B2C,Sea,Route B,24.17,270,257,6211.69,8.38,2153.66,65.33,323,20,2024-01-04,2024-01-05,2024-01-25,20,0.0024,Pass,13,1871,270,319.76
Healthcare,SKU0038,Supplier D,Mumbai,Non-binary,B2C,Rail,Route C,114.06,185,160,18249.6,71.65,11464.0,37.18,117,12,2024-04-27,2024-04-29,2024-05-11,12,0.0048,Pass,6,1573,185,139.74
Beauty,SKU0014,Supplier B,Kolkata,Non-binary,B2C,Sea,Route B,124.76,133,24,2994.24,58.1,1394.4,53.43,193,23,2024-06-25,2024-06-26,2024-07-19,23,0.0599,Fail,9,1535,133,439.83
Cosmetics,SKU0017,Supplier E,Hyderabad,Unknown,B2B,Air,Route C,65.19,178,118,7692.42,24.38,2876.84,62.6,465,17,2024-05-23,2024-05-28,2024-06-14,17,0.0572,Fail,7,3224,178,421.18
Haircare,SKU0016,Supplier B,Kolkata,Female,D2C,Rail,Route B,80.89,329,250,20222.5,44.5,11125.0,44.99,172,7,2023-01-25,2023-01-29,2023-02-05,7,0.0374,Pass,12,2495,329,123.52
Healthcare,SKU0072,Supplier C,Hyderabad,Non-binary,B2C,Road,Route B,40.4,34,5,202.0,20.39,101.95,49.53,196,12,2023-08-06,2023-08-07,2023-08-19,12,0.0398,Pass,10,4186,34,447.6
Haircare,SKU0099,Supplier E,Hyderabad,Non-binary,B2C,Road,Route A,33.15,174,131,4342.65,10.89,1426.59,67.15,392,19,2023-01-07,2023-01-08,2023-01-27,19,0.0062,Pass,5,3667,174,284.2
Beauty,SKU0087,Supplier C,Hyderabad,Female,B2C,Air,Route C,34.27,333,14,479.78,12.82,179.48,62.59,457,7,2024-05-05,2024-05-09,2024-05-16,7,0.0044,Pass,14,2413,333,286.2
Skincare,SKU0060,Supplier E,Hyderabad,Non-binary,D2C,Road,Route A,142.17,109,71,10094.07,95.93,6811.03,32.52,394,24,2024-02-28,2024-02-29,2024-03-24,24,0.0452,Pass,16,4017,109,107.12
Cosmetics,SKU0009,Supplier C,Hyderabad,Non-binary,B2C,Air,Route C,40.65,376,278,11300.7,24.05,6685.9,40.84,74,11,2023-06-02,2023-06-05,2023-06-16,11,0.0691,Pass,15,1969,376,114.15
Cosmetics,SKU0077,Supplier D,Bangalore,Male,B2C,Rail,Route A,46.46,314,91,4227.86,28.17,2563.47,39.37,186,19,2023-04-30,2023-05-03,2023-05-22,19,0.0331,Pass,3,913,314,236.95
Skincare,SKU0058,Supplier B,Hyderabad,Female,B2B,Sea,Route A,148.34,495,5,741.7,51.31,256.55,65.41,478,16,2023-11-06,2023-11-08,2023-11-24,16,0.0963,Pass,17,2997,495,156.62
Beauty,SKU0065,Supplier A,Ahmedabad,Female,B2C,Rail,Route C,103.24,300,174,17963.76,42.56,7405.44,58.78,298,12,2023-01-26,2023-01-30,2023-02-11,12,0.0073,Pass,5,1098,300,341.36
Cosmetics,SKU0019,Supplier C,Hyderabad,Female,D2C,Road,Route B,39.9,237,13,518.7,19.79,257.27,50.4,242,22,2023-04-11,2023-04-16,2023-05-08,22,0.073,Pass,14,4634,237,234.35
Skincare,SKU0001,Supplier E,Mumbai,Non-binary,B2C,Road,Route A,44.53,443,186,8282.58,27.68,5148.48,37.84,302,1,2023-11-15,2023-11-16,2023-11-17,1,0.0833,Pass,7,226,443,131.55
Cosmetics,SKU0074,Supplier C,Kolkata,Female,B2B,Sea,Route B,65.29,79,37,2415.73,34.44,1274.28,47.25,199,13,2023-11-16,2023-11-18,2023-12-01,13,0.0619,Pass,18,4614,79,110.85
Cosmetics,SKU0086,Supplier C,Ahmedabad,Female,B2C,Road,Route A,62.42,45,7,436.94,33.0,231.0,47.13,331,12,2023-05-01,2023-05-04,2023-05-16,12,0.073,Pass,11,2212,45,458.17
Cosmetics,SKU0027,Supplier E,Mumbai,Non-binary,B2B,Sea,Route C,56.38,114,63,3551.94,26.35,1660.05,53.26,207,23,2023-12-25,2023-12-30,2024-01-22,23,0.0484,Pass,17,3396,114,472.4
Beauty,SKU0040,Supplier B,Mumbai,Male,B2B,Road,Route B,100.11,102,22,2202.42,38.45,845.9,61.59,420,27,2023-12-13,2023-12-18,2024-01-14,27,0.057,Fail,12,1173,102,422.37
Healthcare,SKU0007,Supplier A,Pune,Female,D2C,Rail,Route C,11.28,346,133,1500.24,5.94,790.02,47.34,336,27,2023-03-30,2023-04-03,2023-04-30,27,0.0695,Fail,10,2259,346,138.09
Haircare,SKU0026,Supplier C,Hyderabad,Female,B2B,Rail,Route A,23.92,176,86,2057.12,11.19,962.34,53.22,450,20,2024-06-30,2024-07-01,2024-07-21,20,0.0261,Fail,4,4253,176,362.31
Skincare,SKU0061,Supplier C,Ahmedabad,Non-binary,B2C,Rail,Route A,5.94,133,74,439.56,2.0,148.0,66.33,124,25,2023-08-26,2023-08-28,2023-09-22,25,0.0243,Pass,10,4966,133,313.17
Haircare,SKU0063,Supplier C,Ahmedabad,Male,B2C,Rail,Route B,30.29,354,224,6784.96,17.74,3973.76,41.43,421,24,2023-01-31,2023-02-01,2023-02-25,24,0.0031,Fail,15,1158,354,233.31
Beauty,SKU0078,Supplier C,Hyderabad,Unknown,D2C,Road,Route B,135.0,483,152,20520.0,47.07,7154.64,65.13,394,13,2023-05-11,2023-05-16,2023-05-29,13,0.0495,Pass,18,2988,483,192.23
Cosmetics,SKU0069,Supplier A,Chennai,Female,D2C,Air,Route C,87.96,402,235,20670.6,37.17,8734.95,57.74,430,8,2024-04-17,2024-04-21,2024-04-29,8,0.0247,Fail,8,1614,402,317.32
Beauty,SKU0009,Supplier D,Pune,Unknown,D2C,Sea,Route C,17.73,489,9,159.57,7.33,65.97,58.66,293,25,2023-12-15,2023-12-17,2024-01-11,25,0.0214,Fail,17,615,489,212.17
Beauty,SKU0095,Supplier B,Mumbai,Non-binary,D2C,Road,Route B,99.16,8,8,793.28,30.55,244.4,69.19,148,26,2024-05-13,2024-05-14,2024-06-09,26,0.0933,Fail,7,3432,8,300.83
Beauty,SKU0009,Supplier C,Pune,Non-binary,B2C,Road,Route A,86.87,145,110,9555.7,26.72,2939.2,69.24,158,2,2023-04-22,2023-04-27,2023-04-29,2,0.0816,Fail,11,166,145,374.07
Beauty,SKU0097,Supplier B,Kolkata,Non-binary,B2C,Rail,Route A,12.14,365,255,3095.7,3.65,930.75,69.93,347,9,2023-05-31,2023-06-02,2023-06-11,9,0.0138,Fail,15,3439,365,436.6
Beauty,SKU0073,Supplier C,Chennai,Male,D2C,Road,Route C,56.7,72,51,2891.7,26.32,1342.32,53.58,328,7,2023-11-08,2023-11-12,2023-11-19,7,0.0313,Pass,9,1274,72,329.17
Cosmetics,SKU0038,Supplier D,Bangalore,Male,D2C,Sea,Route A,60.96,473,178,10850.88,35.15,6256.7,42.34,483,5,2023-03-05,2023-03-08,2023-03-13,5,0.0766,Pass,19,4688,473,197.85
Haircare,SKU0056,Supplier A,Delhi,Unknown,B2C,Rail,Route C,102.4,12,9,921.6,60.46,544.14,40.96,244,7,2024-02-08,2024-02-11,2024-02-18,7,0.0632,Fail,13,3033,12,190.49
Beauty,SKU0018,Supplier B,Ahmedabad,Non-binary,B2C,Air,Route B,50.42,324,213,10739.46,25.68,5469.84,49.07,367,27,2023-07-12,2023-07-17,2023-08-13,27,0.0007,Fail,11,2471,324,402.52
Beauty,SKU0010,Supplier B,Kolkata,Unknown,B2B,Road,Route A,120.28,491,34,4089.52,67.73,2302.82,43.69,149,23,2023-01-17,2023-01-19,2023-02-11,23,0.0143,Fail,19,1267,491,219.5
Skincare,SKU0080,Supplier D,Pune,Unknown,B2C,Sea,Route A,75.5,231,178,13439.0,40.77,7257.06,46.0,132,8,2023-07-04,2023-07-08,2023-07-16,8,0.0082,Fail,15,1072,231,443.97
Beauty,SKU0074,Supplier D,Kolkata,Unknown,D2C,Sea,Route A,131.34,9,1,131.34,75.67,75.67,42.39,264,4,2024-05-25,2024-05-27,2024-05-31,4,0.0147,Pass,19,2478,9,434.0
Healthcare,SKU0091,Supplier E,Ahmedabad,Male,B2B,Sea,Route B,79.03,114,97,7665.91,50.94,4941.18,35.54,127,28,2024-01-13,2024-01-14,2024-02-11,28,0.0802,Fail,18,4761,114,250.43
Cosmetics,SKU0032,Supplier A,Mumbai,Male,B2C,Road,Route B,101.04,221,58,5860.32,42.01,2436.58,58.42,263,8,2024-04-28,2024-04-29,2024-05-07,8,0.0871,Pass,11,1744,221,436.33
Skincare,SKU0074,Supplier E,Ahmedabad,Non-binary,B2C,Air,Route A,107.23,190,55,5897.65,69.62,3829.1,35.07,295,22,2023-12-06,2023-12-10,2024-01-01,22,0.0252,Pass,9,2430,190,188.22
Cosmetics,SKU0008,Supplier C,Chennai,Male,D2C,Sea,Route C,144.12,463,229,33003.48,52.94,12123.26,63.27,380,7,2024-04-29,2024-05-04,2024-05-11,7,0.0383,Pass,3,789,463,354.49
Cosmetics,SKU0063,Supplier A,Chennai,Non-binary,B2C,Air,Route C,63.26,164,126,7970.76,39.95,5033.7,36.85,273,17,2023-03-26,2023-03-28,2023-04-14,17,0.0461,Pass,17,710,164,469.62
Haircare,SKU0002,Supplier C,Chennai,Female,D2C,Rail,Route B,126.63,446,252,31910.76,82.53,20797.56,34.83,73,29,2023-04-25,2023-04-30,2023-05-29,29,0.0363,Pass,16,3669,446,112.66
Beauty,SKU0063,Supplier C,Delhi,Non-binary,B2B,Air,Route C,11.84,69,26,307.84,4.66,121.16,60.64,128,15,2023-07-05,2023-07-10,2023-07-25,15,0.0862,Pass,17,1083,69,161.96
Beauty,SKU0099,Supplier D,Pune,Female,B2B,Sea,Route A,146.75,188,159,23333.25,101.3,16106.7,30.97,495,20,2024-01-28,2024-01-30,2024-02-19,20,0.0544,Fail,16,988,188,165.04
Haircare,SKU0022,Supplier A,Kolkata,Non-binary,B2C,Air,Route B,29.88,81,70,2091.6,10.42,729.4,65.13,458,29,2024-04-20,2024-04-24,2024-05-23,29,0.0033,Fail,10,3739,81,112.27
Skincare,SKU0019,Supplier D,Chennai,Non-binary,B2C,Rail,Route C,81.86,339,84,6876.24,30.97,2601.48,62.17,321,29,2024-06-27,2024-07-01,2024-07-30,29,0.0785,Pass,19,1038,339,433.96
Haircare,SKU0013,Supplier E,Kolkata,Non-binary,B2C,Sea,Route B,71.41,441,129,9211.89,30.59,3946.11,57.16,439,4,2024-06-28,2024-07-01,2024-07-05,4,0.0513,Fail,7,3831,441,190.21
Healthcare,SKU0060,Supplier C,Pune,Non-binary,D2C,Air,Route B,5.24,306,104,544.96,2.45,254.8,53.24,234,5,2023-09-05,2023-09-10,2023-09-15,5,0.0204,Pass,13,2759,306,97.43
Cosmetics,SKU0009,Supplier A,Kolkata,Male,D2C,Rail,Route B,79.38,213,21,1666.98,27.64,580.44,65.18,415,2,2023-01-13,2023-01-17,2023-01-19,2,0.0168,Pass,9,612,213,444.29
Beauty,SKU0025,Supplier C,Chennai,Male,D2C,Air,Route C,22.28,259,124,2762.72,13.31,1650.44,40.26,210,18,2023-02-04,2023-02-05,2023-02-23,18,0.0073,Pass,11,3610,259,373.42
Healthcare,SKU0078,Supplier A,Mumbai,Male,D2C,Air,Route B,10.16,69,61,619.76,6.1,372.1,39.96,105,16,2023-05-14,2023-05-18,2023-06-03,16,0.0233,Pass,15,328,69,331.1
Haircare,SKU0082,Supplier D,Mumbai,Non-binary,B2C,Air,Route A,104.54,188,169,17667.26,67.58,11421.02,35.35,335,17,2024-04-09,2024-04-12,2024-04-29,17,0.0861,Fail,6,1958,188,400.12
Haircare,SKU0050,Supplier A,Pune,Non-binary,B2B,Rail,Route A,122.17,145,105,12827.85,48.8,5124.0,60.06,242,7,2023-12-07,2023-12-08,2023-12-15,7,0.0755,Pass,19,151,145,448.93
Skincare,SKU0023,Supplier B,Pune,Unknown,B2B,Road,Route B,130.12,284,8,1040.96,88.69,709.52,31.84,233,27,2024-05-18,2024-05-19,2024-06-15,27,0.0326,Pass,8,340,284,418.49
Haircare,SKU0010,Supplier A,Kolkata,Unknown,B2B,Rail,Route A,24.87,383,82,2039.34,10.36,849.52,58.34,148,22,2023-03-14,2023-03-19,2023-04-10,22,0.0556,Pass,13,3383,383,213.47
Healthcare,SKU0035,Supplier A,Pune,Male,D2C,Rail,Route B,122.14,498,41,5007.74,53.22,2182.02,56.43,451,2,2023-06-05,2023-06-08,2023-06-10,2,0.084,Fail,19,1417,498,183.94
Skincare,SKU0070,Supplier D,Mumbai,Unknown,B2B,Sea,Route B,51.46,472,206,10600.76,30.22,6225.32,41.27,424,14,2023-08-20,2023-08-21,2023-09-04,14,0.0916,Fail,14,1605,472,105.73
Haircare,SKU0081,Supplier D,Kolkata,Male,B2C,Sea,Route C,136.87,380,197,26963.39,67.15,13228.55,50.94,326,5,2023-04-03,2023-04-06,2023-04-11,5,0.0172,Pass,14,160,380,436.84
Beauty,SKU0050,Supplier B,Kolkata,Male,D2C,Sea,Route B,75.01,25,15,1125.15,50.55,758.25,32.61,220,28,2023-07-15,2023-07-18,2023-08-15,28,0.0769,Fail,9,4111,25,56.47
Healthcare,SKU0018,Supplier D,Delhi,Female,B2C,Rail,Route A,92.86,107,78,7243.08,42.47,3312.66,54.26,127,2,2023-02-06,2023-02-08,2023-02-10,2,0.0377,Pass,4,1133,107,250.45
Cosmetics,SKU0069,Supplier C,Ahmedabad,Non-binary,B2B,Sea,Route C,33.17,80,11,364.87,15.41,169.51,53.54,178,6,2024-04-05,2024-04-06,2024-04-12,6,0.0655,Pass,8,1001,80,120.1
Healthcare,SKU0028,Supplier D,Mumbai,Female,B2B,Road,Route C,64.96,278,22,1429.12,26.27,577.94,59.56,76,26,2024-06-19,2024-06-23,2024-07-19,26,0.021,Pass,17,647,278,208.55
Beauty,SKU0061,Supplier D,Kolkata,Male,B2B,Road,Route B,30.97,191,184,5698.48,18.75,3450.0,39.46,146,5,2023-02-16,2023-02-18,2023-02-23,5,0.0141,Pass,8,3891,191,278.66
Healthcare,SKU0076,Supplier D,Bangalore,Unknown,D2C,Air,Route A,117.41,153,34,3991.94,64.96,2208.64,44.67,146,15,2023-03-07,2023-03-08,2023-03-23,15,0.0629,Pass,9,2662,153,472.13
Beauty,SKU0095,Supplier D,Hyderabad,Female,B2C,Air,Route A,124.76,286,81,10105.56,54.14,4385.34,56.6,319,11,2024-02-16,2024-02-19,2024-03-01,11,0.0069,Pass,8,3274,286,352.13
Cosmetics,SKU0009,Supplier B,Hyderabad,Unknown,B2B,Sea,Route C,94.78,89,29,2748.62,37.6,1090.4,60.33,146,4,2023-05-04,2023-05-07,2023-05-11,4,0.0552,Pass,17,4251,89,138.51
Beauty,SKU0075,Supplier D,Delhi,Unknown,B2B,Road,Route B,90.04,31,14,1260.56,33.97,475.58,62.27,236,27,2023-02-11,2023-02-13,2023-03-12,27,0.0713,Pass,4,4834,31,410.42
Healthcare,SKU0023,Supplier A,Kolkata,Unknown,D2C,Rail,Route C,20.93,198,12,251.16,9.73,116.76,53.51,496,15,2023-04-02,2023-04-07,2023-04-22,15,0.0199,Pass,13,2221,198,309.1
Beauty,SKU0082,Supplier B,Bangalore,Unknown,B2B,Air,Route C,110.17,175,170,18728.9,36.6,6222.0,66.78,473,21,2023-10-05,2023-10-10,2023-10-31,21,0.0387,Fail,3,4923,175,143.18
Healthcare,SKU0092,Supplier E,Bangalore,Non-binary,B2C,Rail,Route A,137.07,129,95,13021.65,85.66,8137.7,37.51,373,25,2024-05-26,2024-05-31,2024-06-25,25,0.0246,Pass,18,1217,129,466.73
Cosmetics,SKU0016,Supplier B,Delhi,Female,B2C,Air,Route B,34.84,202,84,2926.56,14.39,1208.76,58.7,123,21,2024-06-26,2024-06-27,2024-07-18,21,0.0444,Pass,12,595,202,290.55
Healthcare,SKU0020,Supplier B,Mumbai,Female,D2C,Road,Route A,48.71,44,17,828.07,29.42,500.14,39.6,272,17,2024-04-30,2024-05-04,2024-05-21,17,0.0372,Pass,17,3376,44,51.73
Haircare,SKU0056,Supplier C,Delhi,Male,B2B,Road,Route C,42.27,270,246,10398.42,20.92,5146.32,50.51,203,19,2023-09-15,2023-09-18,2023-10-07,19,0.0087,Fail,19,1816,270,203.96
Beauty,SKU0063,Supplier B,Kolkata,Female,D2C,Rail,Route C,32.6,480,297,9682.2,19.72,5856.84,39.51,226,19,2024-06-11,2024-06-12,2024-07-01,19,0.0569,Pass,5,4762,480,190.49
Cosmetics,SKU0026,Supplier C,Pune,Non-binary,B2B,Road,Route A,125.78,199,51,6414.78,69.09,3523.59,45.07,351,4,2023-11-30,2023-12-02,2023-12-06,4,0.0941,Pass,3,2611,199,295.07
Skincare,SKU0029,Supplier B,Pune,Male,B2C,Air,Route A,61.18,199,156,9544.08,33.89,5286.84,44.61,385,7,2023-03-17,2023-03-21,2023-03-28,7,0.0357,Fail,16,2813,199,347.77
Cosmetics,SKU0050,Supplier D,Bangalore,Female,D2C,Sea,Route B,34.59,198,160,5534.4,15.64,2502.4,54.78,485,26,2024-01-18,2024-01-20,2024-02-15,26,0.0027,Fail,13,1637,198,289.11
Beauty,SKU0005,Supplier C,Bangalore,Male,B2C,Rail,Route B,66.93,285,48,3212.64,34.42,1652.16,48.57,127,12,2023-03-03,2023-03-06,2023-03-18,12,0.0962,Pass,4,2895,285,163.48
Beauty,SKU0038,Supplier C,Delhi,Female,B2B,Rail,Route C,22.9,411,65,1488.5,9.09,590.85,60.31,328,10,2023-06-10,2023-06-15,2023-06-25,10,0.0977,Pass,18,1399,411,224.46
Skincare,SKU0060,Supplier B,Ahmedabad,Female,B2B,Sea,Route B,110.58,386,182,20125.56,71.02,12925.64,35.78,127,12,2023-10-13,2023-10-14,2023-10-26,12,0.0701,Fail,4,3727,386,308.1
Cosmetics,SKU0074,Supplier B,Bangalore,Male,B2C,Road,Route B,99.03,133,99,9803.97,63.07,6243.93,36.31,295,22,2023-01-06,2023-01-10,2023-02-01,22,0.0108,Pass,10,4675,133,318.79
Cosmetics,SKU0090,Supplier D,Ahmedabad,Female,B2B,Road,Route C,128.91,261,83,10699.53,43.02,3570.66,66.63,184,27,2023-04-11,2023-04-15,2023-05-12,27,0.0851,Fail,13,242,261,431.4
Skincare,SKU0046,Supplier B,Bangalore,Male,B2C,Sea,Route A,67.4,377,68,4583.2,23.43,1593.24,65.24,436,23,2023-10-30,2023-11-01,2023-11-24,23,0.0789,Pass,19,4600,377,138.42
Skincare,SKU0059,Supplier E,Kolkata,Female,B2C,Rail,Route C,113.46,376,266,30180.36,64.31,17106.46,43.32,84,6,2024-04-19,2024-04-21,2024-04-27,6,0.0858,Fail,16,2925,376,187.82
Healthcare,SKU0089,Supplier A,Pune,Non-binary,B2C,Sea,Route C,139.87,363,118,16504.66,87.93,10375.74,37.13,450,14,2023-12-07,2023-12-12,2023-12-26,14,0.0532,Pass,3,970,363,104.59
Cosmetics,SKU0088,Supplier E,Delhi,Male,D2C,Sea,Route A,92.08,396,105,9668.4,63.34,6650.7,31.21,246,21,2023-03-24,2023-03-29,2023-04-19,21,0.0617,Pass,14,429,396,105.85
Healthcare,SKU0060,Supplier D,Hyderabad,Female,D2C,Road,Route C,90.8,391,124,11259.2,28.14,3489.36,69.01,189,19,2023-02-11,2023-02-14,2023-03-05,19,0.0487,Pass,10,1774,391,270.4
Beauty,SKU0031,Supplier B,Hyderabad,Female,B2C,Sea,Route B,24.77,227,9,222.93,9.27,83.43,62.58,411,21,2023-04-27,2023-05-01,2023-05-22,21,0.0805,Pass,16,851,227,246.31
Cosmetics,SKU0007,Supplier D,Chennai,Unknown,B2C,Road,Route B,68.47,468,148,10133.56,46.09,6821.32,32.69,265,12,2023-03-06,2023-03-09,2023-03-21,12,0.0347,Pass,11,4605,468,224.53
Cosmetics,SKU0058,Supplier E,Chennai,Unknown,B2B,Road,Route B,111.88,245,188,21033.44,71.7,13479.6,35.91,495,12,2024-01-12,2024-01-13,2024-01-25,12,0.0316,Pass,19,341,245,55.4
Beauty,SKU0014,Supplier C,Mumbai,Female,B2C,Air,Route A,14.15,50,9,127.35,7.18,64.62,49.26,390,24,2023-06-18,2023-06-21,2023-07-15,24,0.0972,Pass,9,2107,50,176.61
